Country Name,Country Code,Series Name,Series Code,1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Cambodia,KHM,Boone indicator,GFDD.OI.05,..,..,..,..,..,..,..,0,-0.068751,-0.067807,-0.071043,-0.066558,-0.073289,-0.085617,-0.099671,-0.109778,-0.182528,-0.160093,-0.105887,-0.116873,-0.11143,-0.118241,..,..,..
Cambodia,KHM,Central bank assets to GDP (%),GFDD.DI.06,3.15342,3.06033,2.54316,2.34931,2.06937,2.15584,2.13305,1.9642,1.73107,1.62872,1.45729,1.32577,1.13354,0.986769,0.86141,0.77139,0.653873,0.601899,0.5494,0.503346,0.462106,0.551511,0.570471,0.519666,0.523088
Cambodia,KHM,Checks used to make payments (% age 15+),GFDD.AI.19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.268691,..,..,..,..,..,..
Cambodia,KHM,Consolidated foreign claims of BIS reporting banks to GDP (%),GFDD.OI.14,0.039468,..,0.319655,0.427753,0.755065,1.0255,1.53529,2.63738,3.13755,1.54061,0.966029,1.06785,1.12823,1.00349,1.18066,2.35705,3.24942,3.43347,4.48964,10.0399,12.891,14.0135,22.1172,30.9134,34.132
Cambodia,KHM,"Consumer price index (2010=100, average)",GFDD.OE.02,..,43.3846,43.0821,46.1629,49.8375,57.2167,59.5101,59.0388,58.6842,60.5768,61.3097,63.716,67.7615,71.9243,77.4397,96.7975,96.1573,100,105.479,108.572,111.767,116.076,117.493,121.071,124.572
Cambodia,KHM,"Consumer price index (2010=100, December)",GFDD.OE.01,..,43.4416,43.9042,48.3097,52.7651,59.7671,59.4503,58.971,58.7713,61.0097,61.206,64.4282,69.8475,72.7815,82.9358,93.3196,98.2871,101.382,106.354,109.06,114.127,115.342,118.627,123.198,125.985
Cambodia,KHM,Corporate bond average maturity (years),GFDD.DM.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Corporate bond issuance volume to GDP (%),GFDD.DM.13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Credit card (% age 15+),GFDD.AI.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.142683,..,..,2.88619,..,..,0.554112
Cambodia,KHM,Credit to government and state-owned enterprises to GDP (%),GFDD.EI.08,0.094245,0.084588,0.064147,0.060042,0.061427,0.052627,0.07805,0.020962,0.041963,0.25588,0.490004,0.489817,0.275133,0.07048,0.03311,0.017395,0.019722,0.016109,0.015399,0.032659,0.045227,0.043316,0.041738,0.054931,0.060565
Cambodia,KHM,Debit card (% age 15+),GFDD.AI.21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.92187,..,..,5.35224,..,..,7.19425
Cambodia,KHM,Deposit money bank assets to deposit money bank assets and central bank assets (%),GFDD.DI.04,43.8208,52.4751,55.3438,62.9529,71.6525,72.4636,71.5111,75.1247,77.2542,79.075,82.4452,85.9659,88.3292,91.0381,94.1844,96.4631,97.3268,97.6519,98.0026,98.4772,98.9553,99.0151,99.1425,99.3051,99.3518
Cambodia,KHM,Deposit money banks'' assets to GDP (%),GFDD.DI.02,2.45973,3.37909,3.15181,3.9921,5.23063,5.67322,5.35424,5.93198,5.87945,6.15492,6.84409,8.12099,8.57913,10.0239,13.9507,21.0384,23.8061,25.0316,26.957,32.5504,43.7711,55.4422,65.9573,74.2659,80.174
Cambodia,KHM,Depositing/withdrawing at least once in a typical month (% age 15+),GFDD.AI.26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.22501,..,..,..,..,..,..
Cambodia,KHM,Domestic credit to private sector (% of GDP),GFDD.DI.14,2.37199,3.33697,3.47893,4.72234,6.27663,5.58518,5.70593,6.33849,5.98794,6.31035,7.21124,9.02489,8.97621,11.9923,18.2065,23.4592,24.5937,27.5579,28.2532,38.74,52.0145,62.6627,74.3167,81.6738,86.6521
Cambodia,KHM,Electronic payments used to make payments (% age 15+),GFDD.AI.22,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6086,..,..,12.4659
Cambodia,KHM,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),GFDD.OI.12,..,..,54.9975,38.7216,29.9457,37.6455,41.4085,23.4754,33.751,20.292,27.5876,26.9569,24.6568,26.9589,27.911,17.9336,18.2968,17.6659,16.1737,19.9848,18.2931,20.5532,16.0523,16.3466,18.964
Cambodia,KHM,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),GFDD.OI.10,..,..,41.6197,26.1632,17.2415,18.0492,21.8419,10.3963,19.9317,9.93894,17.9843,17.4007,16.4379,19.2693,20.001,13.1278,13.5491,13.2423,10.7582,15.7953,14.2763,11.6134,11.2313,12.8341,13.5248
Cambodia,KHM,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),GFDD.OI.11,..,..,13.3778,12.5584,12.7042,19.5963,19.5667,13.0792,13.8193,10.3531,9.60327,9.55614,8.21893,7.68961,7.91,4.80573,4.74766,4.42356,5.41551,4.18955,3.9944,8.91755,4.78583,3.52,5.4326
Cambodia,KHM,Financial system deposits to GDP (%),GFDD.DI.08,2.12165,3.81351,3.91001,5.4498,6.40059,6.21435,6.24812,8.10746,9.4449,11.2732,12.2948,13.1349,13.3405,15.1952,20.4869,24.7244,26.3241,31.3689,32.0963,36.3497,44.2836,52.0176,59.1081,64.4099,71.6104
Cambodia,KHM,Firms identifying access to finance as a major constraint (%),GFDD.AI.36,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.4,..,..,..,..,..,14.2,..,..,16.9,..
Cambodia,KHM,Firms not needing a loan (%),GFDD.AI.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.1,..,..,58.3,..
Cambodia,KHM,Firms using banks to finance investments (%),GFDD.AI.28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3,..,..,..,..,..,7.9,..,..,2.5,..
Cambodia,KHM,Firms using banks to finance working capital (%),GFDD.AI.29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6,..,..,..,..,..,3.6,..,..,18.2,..
Cambodia,KHM,Firms whose recent loan application was rejected (%),GFDD.AI.33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,3,..
Cambodia,KHM,Firms with a bank loan or line of credit (%),GFDD.AI.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.7,..,..,..,..,..,36.8,..,..,19.9,..
Cambodia,KHM,Firms with a checking or savings account (%),GFDD.AI.27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,..,..,39.4,..
Cambodia,KHM,Foreign bank assets among total bank assets (%),GFDD.OI.16,..,..,..,..,..,..,..,..,..,..,..,17,36,39,61,62,60,58,57,60,..,..,..,..,..
Cambodia,KHM,Foreign banks among total banks (%),GFDD.OI.15,..,..,25,22,22,33,33,44,40,36,36,36,42,38,46,53,59,61,61,61,61,..,..,..,..
Cambodia,KHM,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,GDP at market prices (current US$),NY.GDP.MKTP.CD,2500000000,2800000000,3400000000,3500000000,3400000000,3100000000,3500000000,3700000000,4000000000,4300000000,4700000000,5300000000,6300000000,7300000000,8600000000,10000000000,10000000000,11000000000,13000000000,14000000000,15000000000,17000000000,18000000000,20000000000,22000000000
Cambodia,KHM,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,509.987,321.281,341.891,351.282,355.149,362.1,398.288,431.202,453.969,474.941,506.583,549.97,613.133,668.876,726.287,763.508,752.797,785.502,827.777,873.949,922.89,972.743,1024.62,1079.63,1137.82
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Global leasing volume to GDP (%),GFDD.OI.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Gross National Income (current US$),NY.GNP.MKTP.CD,..,..,3400000000,3400000000,3400000000,3100000000,3400000000,3500000000,3800000000,4100000000,4500000000,5100000000,6000000000,7000000000,8300000000,9900000000,10000000000,11000000000,12000000000,13000000000,15000000000,16000000000,17000000000,19000000000,21000000000
Cambodia,KHM,Gross portfolio debt assets to GDP (%),GFDD.DM.11,..,..,..,..,..,..,0.517155,0.5422,0.544588,0.551974,0.544143,0.506359,0.455172,0.432127,0.38505,0.334095,0.3417,0.570074,0.468483,0.587368,0.570728,0.571579,0.565311,0.510534,0.463842
Cambodia,KHM,Gross portfolio debt liabilities to GDP (%),GFDD.DM.10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Gross portfolio equity assets to GDP (%),GFDD.DM.09,..,..,..,..,..,..,4.6544,4.8798,4.90129,4.96776,4.89729,4.55723,4.09655,3.87039,3.46219,3.00481,3.07312,2.94796,2.69692,2.58762,2.51465,2.40045,2.32208,2.10362,1.92507
Cambodia,KHM,Gross portfolio equity liabilities to GDP (%),GFDD.DM.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,H-statistic,GFDD.OI.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.532,0.511,0.429,0.444,0.453,..,..,..
Cambodia,KHM,Insurance company assets to GDP (%),GFDD.DI.11,..,..,..,..,..,..,..,..,..,..,..,..,0.421357,0.438856,0.574301,0.637,..,..,..,..,..,..,..,..,..
Cambodia,KHM,International debt issues to GDP (%),GFDD.DM.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Investments financed by banks (%),GFDD.AI.34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.1,..,..,..,..,..,3.9,..,..,0.9,..
Cambodia,KHM,Investments financed by equity or stock sales (%),GFDD.AM.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,1.2,..,..,..,..
Cambodia,KHM,Lerner index,GFDD.OI.04,..,..,..,..,..,..,..,0.455648,0.45212,..,0.310427,0.40517,0.4917,0.533803,0.49271,0.380878,0.283911,0.257946,0.277809,0.32216,0.307665,..,..,..,..
Cambodia,KHM,Life insurance premium volume to GDP (%),GFDD.DI.09,..,..,..,..,..,0.014377,0.019927,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.044871,0.121711,0.060903,0.082842
Cambodia,KHM,Liquid assets to deposits and short term funding (%),GFDD.SI.06,..,..,..,..,..,..,..,75.5556,97.5076,80.1186,73.6154,68.9432,59.8336,57.6647,49.1289,39.4223,49.1666,49.5381,43.2299,45.9213,48.1511,39.0269,38.6628,41.7619,39.8845
Cambodia,KHM,Liquid liabilities in millions USD (2000 constant),GFDD.OI.07,217.483,257.029,366.921,464.364,418.383,436.322,498.299,590.473,702.588,891.626,996.545,1225.5,1344.08,1867.22,2945.46,3043.66,3932.48,4832.06,4892.33,6777.53,8134.41,10407.8,12158.7,14438,17425
Cambodia,KHM,Liquid liabilities to GDP (%),GFDD.DI.05,5.00282,6.35399,6.43404,8.44175,9.58248,9.94051,9.97576,11.5927,12.8717,15.3319,16.861,17.9884,18.0957,20.1052,25.6271,30.4038,32.5755,37.9682,38.933,43.2542,51.2155,59.9165,67.3742,72.2952,79.9508
Cambodia,KHM,Loan from a financial institution in the past year (% age 15+),GFDD.AI.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.4715,..,..,27.6535,..,..,26.651
Cambodia,KHM,Loan from a private lender in the past year (% age 15+),GFDD.AI.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.7551,..,..,18.2344,..,..,..
Cambodia,KHM,Loan from an employer in the past year (% age 15+),GFDD.AI.16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.10688,..,..,..,..,..,..
Cambodia,KHM,Loan from family or friends in the past year (% age 15+),GFDD.AI.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.8787,..,..,36.2261,..,..,35.0566
Cambodia,KHM,Loan in the past year (% age 15+),GFDD.AI.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.0574,..,..,58.7126
Cambodia,KHM,Loan through store credit in the past year (% age 15+),GFDD.AI.17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.908,..,..,8.71063,..,..,..
Cambodia,KHM,Loans from nonresident banks (amounts outstanding) to GDP (%),GFDD.OI.09,..,..,0.871787,0.598854,0.958351,1.08959,1.19412,1.12205,1.20609,1.00373,0.923094,0.768102,0.85809,1.34719,3.62304,2.34741,5.74893,3.46016,3.8349,9.52012,11.0574,..,..,..,..
Cambodia,KHM,Loans from nonresident banks (net) to GDP (%),GFDD.OI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Loans requiring collateral (%),GFDD.AI.30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.9,..,..,..,..,..,98.8,..,..,77.5,..
Cambodia,KHM,Market capitalization excluding top 10 companies to total market capitalization (%),GFDD.AM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Mobile phone used to pay bills (% age 15+),GFDD.AI.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.64683,..,..,0.873305
Cambodia,KHM,Mobile phone used to send money (% age 15+),GFDD.AI.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.53055,..,..,2.07403
Cambodia,KHM,Mutual fund assets to GDP (%),GFDD.DI.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Nonbank financial institutions’ assets to GDP (%),GFDD.DI.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.796839,0.873116,1.00226,1.25603,1.57538
Cambodia,KHM,Nonfinancial corporate bonds to total bonds and notes outstanding (%),GFDD.AM.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Non-life insurance premium volume to GDP (%),GFDD.DI.10,..,..,..,..,0.116162,0.081468,0.079709,..,..,..,0.172994,0.169355,0.141426,0.139114,0.168881,0.16113,0.160356,0.172919,0.183405,0.197985,0.217187,0.254629,0.268757,0.270189,0.262287
Cambodia,KHM,"Number of listed companies per 1,000,000 people",GFDD.OM.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Outstanding domestic private debt securities to GDP (%),GFDD.DM.03,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Outstanding domestic public debt securities to GDP (%),GFDD.DM.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Outstanding international private debt securities to GDP (%),GFDD.DM.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Outstanding international public debt securities to GDP (%),GFDD.DM.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Pension fund assets to GDP (%),GFDD.DI.13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Population, total",SP.POP.TOTL,10000000,10000000,11000000,11000000,11000000,12000000,12000000,12000000,12000000,13000000,13000000,13000000,13000000,13000000,14000000,14000000,14000000,14000000,15000000,15000000,15000000,15000000,16000000,16000000,16000000
Cambodia,KHM,Private credit by deposit money banks and other financial institutions to GDP (%),GFDD.DI.12,2.36548,3.29461,3.085,3.93251,5.17353,5.6192,5.29222,5.88468,5.8491,6.00774,6.48227,7.65828,8.23125,9.86685,13.9033,21.0133,23.7877,25.0145,26.9418,32.5269,44.1319,56.2724,66.9185,75.4751,81.6929
Cambodia,KHM,Private credit by deposit money banks to GDP (%),GFDD.DI.01,2.36548,3.29461,3.085,3.93251,5.17353,5.6192,5.29222,5.88468,5.8491,6.00774,6.48227,7.65828,8.23125,9.86685,13.9033,21.0133,23.7877,25.0145,26.9418,32.5269,43.7335,55.3995,65.9164,74.2197,80.1189
Cambodia,KHM,Provisions to nonperforming loans (%),GFDD.SI.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.0072,52.2338,53.412,50.5071,51.2527,48.4444,47.7787,44.9189
Cambodia,KHM,Remittance inflows to GDP (%),GFDD.OI.13,0.374942,0.40481,0.337091,0.330796,0.339779,2.31379,2.34274,2.78964,2.83132,2.87113,2.75211,2.76142,2.60128,2.52523,2.15065,1.8153,1.36719,4.95857,4.75972,6.08379,6.5887,6.6045,6.56772,5.99365,5.83806
Cambodia,KHM,Saved any money in the past year (% age 15+),GFDD.AI.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.004,..,..,51.549
Cambodia,KHM,Saved at a financial institution in the past year (% age 15+),GFDD.AI.06,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.808708,..,..,3.58488,..,..,5.33962
Cambodia,KHM,Saved using a savings club in the past year (% age 15+),GFDD.AI.13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.30487,..,..,14.1119,..,..,10.9579
Cambodia,KHM,Small firms with a bank loan or line of credit (%),GFDD.AI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,..,..,..,..,..,41.1,..,..,18.8,..
Cambodia,KHM,Stock market capitalization to GDP (%),GFDD.DM.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Stock market total value traded to GDP (%),GFDD.DM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Stock market turnover ratio (%),GFDD.EM.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Stock price volatility,GFDD.SM.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Syndicated loan average maturity (years),GFDD.DM.14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.00274,3.69864,1.4512,..,4.86647,..,..,..,4.00274,1.94247,3.00274
Cambodia,KHM,Syndicated loan issuance volume to GDP (%),GFDD.DM.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.185202,1.28768,4.44825,..,4.60656,..,..,..,0.443214,0.249791,0.831295
Cambodia,KHM,Total factoring volume to GDP (%),GFDD.OI.18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Value of collateral needed for a loan (% of the loan amount),GFDD.AI.31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173.7,..,..,..,..,..,239,..,..,165.1,..
Cambodia,KHM,Value traded excluding top 10 traded companies to total value traded (%),GFDD.AM.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Working capital financed by banks (%),GFDD.AI.35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,1.2,..,..,7.4,..
China,CHN,5-bank asset concentration,GFDD.OI.06,..,..,..,59.6763,51.9415,49.6045,47.1239,45.2756,60.0598,77.0023,84.2337,79.3935,77.8786,76.8765,73.5729,71.2465,69.9757,67.0549,64.6752,78.8684,77.5229,55.3802,54.5358,52.916,52.4763
China,CHN,Account at a formal financial institution (% age 15+),GFDD.AI.05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.8173,..,..,78.8526,..,..,80.2291
China,CHN,Account used for business purposes (% age 15+),GFDD.AI.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.62319,..,..,..,..,..,..
